"FinancialYear","HBT","HBTQF","Dataset","DatasetQF","LengthOfStay","NumberOfStays"
"2010/11","S08000015"," ","Total","d","< 1 day",225
"2010/11","S08000015"," ","Total","d","1 - 7 days",935
"2010/11","S08000015"," ","Total","d","8 - 28 days",570
"2010/11","S08000015"," ","Total","d","29 days - 6 months",465
"2010/11","S08000015"," ","Total","d","> 6 months",75
"2010/11","S08000016"," ","SMR01"," ","< 1 day",55
"2010/11","S08000016"," ","SMR01"," ","1 - 7 days",130
"2010/11","S08000016"," ","SMR01"," ","8 - 28 days",55
"2010/11","S08000016"," ","SMR01"," ","29 days - 6 months",30
"2010/11","S08000016"," ","SMR01"," ","> 6 months",0
"2010/11","S08000016"," ","SMR04"," ","< 1 day",5
"2010/11","S08000016"," ","SMR04"," ","1 - 7 days",125
"2010/11","S08000016"," ","SMR04"," ","8 - 28 days",185
"2010/11","S08000016"," ","SMR04"," ","29 days - 6 months",145
"2010/11","S08000016"," ","SMR04"," ","> 6 months",40
"2010/11","S08000016"," ","Total","d","< 1 day",60
"2010/11","S08000016"," ","Total","d","1 - 7 days",255
"2010/11","S08000016"," ","Total","d","8 - 28 days",235
"2010/11","S08000016"," ","Total","d","29 days - 6 months",175
"2010/11","S08000016"," ","Total","d","> 6 months",40
"2010/11","S08000017"," ","SMR01"," ","< 1 day",55
"2010/11","S08000017"," ","SMR01"," ","1 - 7 days",105
"2010/11","S08000017"," ","SMR01"," ","8 - 28 days",65
"2010/11","S08000017"," ","SMR01"," ","29 days - 6 months",30
"2010/11","S08000017"," ","SMR01"," ","> 6 months",0
"2010/11","S08000017"," ","SMR04"," ","< 1 day",35
"2010/11","S08000017"," ","SMR04"," ","1 - 7 days",285
"2010/11","S08000017"," ","SMR04"," ","8 - 28 days",190
"2010/11","S08000017"," ","SMR04"," ","29 days - 6 months",165
"2010/11","S08000017"," ","SMR04"," ","> 6 months",25
"2010/11","S08000017"," ","Total","d","< 1 day",90
"2010/11","S08000017"," ","Total","d","1 - 7 days",390
"2010/11","S08000017"," ","Total","d","8 - 28 days",250
"2010/11","S08000017"," ","Total","d","29 days - 6 months",195
"2010/11","S08000017"," ","Total","d","> 6 months",30
"2010/11","S08000029"," ","SMR01"," ","< 1 day",90
"2010/11","S08000029"," ","SMR01"," ","1 - 7 days",200
"2010/11","S08000029"," ","SMR01"," ","8 - 28 days",110
"2010/11","S08000029"," ","SMR01"," ","29 days - 6 months",60
"2010/11","S08000029"," ","SMR01"," ","> 6 months",0
"2010/11","S08000029"," ","SMR04"," ","< 1 day",30
"2010/11","S08000029"," ","SMR04"," ","1 - 7 days",360
"2010/11","S08000029"," ","SMR04"," ","8 - 28 days",355
"2010/11","S08000029"," ","SMR04"," ","29 days - 6 months",350
"2010/11","S08000029"," ","SMR04"," ","> 6 months",90
"2010/11","S08000029"," ","Total","d","< 1 day",120
"2010/11","S08000029"," ","Total","d","1 - 7 days",555
"2010/11","S08000029"," ","Total","d","8 - 28 days",465
"2010/11","S08000029"," ","Total","d","29 days - 6 months",410
"2010/11","S08000029"," ","Total","d","> 6 months",90
"2010/11","S08000019"," ","SMR01"," ","< 1 day",25
"2010/11","S08000019"," ","SMR01"," ","1 - 7 days",120
"2010/11","S08000019"," ","SMR01"," ","8 - 28 days",30
"2010/11","S08000019"," ","SMR01"," ","29 days - 6 months",5
"2010/11","S08000019"," ","SMR01"," ","> 6 months",0
"2010/11","S08000019"," ","SMR04"," ","< 1 day",40
"2010/11","S08000019"," ","SMR04"," ","1 - 7 days",410
"2010/11","S08000019"," ","SMR04"," ","8 - 28 days",255
"2010/11","S08000019"," ","SMR04"," ","29 days - 6 months",195
"2010/11","S08000019"," ","SMR04"," ","> 6 months",75
"2010/11","S08000019"," ","Total","d","< 1 day",65
"2010/11","S08000019"," ","Total","d","1 - 7 days",525
"2010/11","S08000019"," ","Total","d","8 - 28 days",285
"2010/11","S08000019"," ","Total","d","29 days - 6 months",195
"2010/11","S08000019"," ","Total","d","> 6 months",75
"2010/11","S08000020"," ","SMR01"," ","< 1 day",120
"2010/11","S08000020"," ","SMR01"," ","1 - 7 days",485
"2010/11","S08000020"," ","SMR01"," ","8 - 28 days",160
"2010/11","S08000020"," ","SMR01"," ","29 days - 6 months",55
"2010/11","S08000020"," ","SMR01"," ","> 6 months",5
"2010/11","S08000020"," ","SMR04"," ","< 1 day",25
"2010/11","S08000020"," ","SMR04"," ","1 - 7 days",405
"2010/11","S08000020"," ","SMR04"," ","8 - 28 days",615
"2010/11","S08000020"," ","SMR04"," ","29 days - 6 months",660
"2010/11","S08000020"," ","SMR04"," ","> 6 months",105
"2010/11","S08000020"," ","Total","d","< 1 day",145
"2010/11","S08000020"," ","Total","d","1 - 7 days",890
"2010/11","S08000020"," ","Total","d","8 - 28 days",775
"2010/11","S08000020"," ","Total","d","29 days - 6 months",710
"2010/11","S08000020"," ","Total","d","> 6 months",105
"2010/11","S08000031"," ","SMR01"," ","< 1 day",610
"2010/11","S08000031"," ","SMR01"," ","1 - 7 days",1990
"2010/11","S08000031"," ","SMR01"," ","8 - 28 days",465
"2010/11","S08000031"," ","SMR01"," ","29 days - 6 months",205
"2010/11","S08000031"," ","SMR01"," ","> 6 months",25
"2010/11","S08000031"," ","SMR04"," ","< 1 day",50
"2010/11","S08000031"," ","SMR04"," ","1 - 7 days",955
"2010/11","S08000031"," ","SMR04"," ","8 - 28 days",1570
"2010/11","S08000031"," ","SMR04"," ","29 days - 6 months",1340
"2010/11","S08000031"," ","SMR04"," ","> 6 months",375
"2010/11","S08000031"," ","Total","d","< 1 day",660
"2010/11","S08000031"," ","Total","d","1 - 7 days",2940
"2010/11","S08000031"," ","Total","d","8 - 28 days",2035
"2010/11","S08000031"," ","Total","d","29 days - 6 months",1545
"2010/11","S08000031"," ","Total","d","> 6 months",395
"2010/11","S08000022"," ","SMR01"," ","< 1 day",155
"2010/11","S08000022"," ","SMR01"," ","1 - 7 days",425
"2010/11","S08000022"," ","SMR01"," ","8 - 28 days",110
"2010/11","S08000022"," ","SMR01"," ","29 days - 6 months",60
"2010/11","S08000022"," ","SMR01"," ","> 6 months",10
"2010/11","S08000022"," ","SMR04"," ","< 1 day",25
"2010/11","S08000022"," ","SMR04"," ","1 - 7 days",335
"2010/11","S08000022"," ","SMR04"," ","8 - 28 days",405
"2010/11","S08000022"," ","SMR04"," ","29 days - 6 months",365
"2010/11","S08000022"," ","SMR04"," ","> 6 months",115
"2010/11","S08000022"," ","Total","d","< 1 day",180
"2010/11","S08000022"," ","Total","d","1 - 7 days",760
"2010/11","S08000022"," ","Total","d","8 - 28 days",515
"2010/11","S08000022"," ","Total","d","29 days - 6 months",425
"2010/11","S08000022"," ","Total","d","> 6 months",125
"2010/11","S08000032"," ","SMR01"," ","< 1 day",215
"2010/11","S08000032"," ","SMR01"," ","1 - 7 days",735
"2010/11","S08000032"," ","SMR01"," ","8 - 28 days",175
"2010/11","S08000032"," ","SMR01"," ","29 days - 6 months",60
"2010/11","S08000032"," ","SMR01"," ","> 6 months",5
"2010/11","S08000032"," ","SMR04"," ","< 1 day",55
"2010/11","S08000032"," ","SMR04"," ","1 - 7 days",455
"2010/11","S08000032"," ","SMR04"," ","8 - 28 days",880
"2010/11","S08000032"," ","SMR04"," ","29 days - 6 months",620
"2010/11","S08000032"," ","SMR04"," ","> 6 months",120
"2010/11","S08000032"," ","Total","d","< 1 day",265
"2010/11","S08000032"," ","Total","d","1 - 7 days",1190
"2010/11","S08000032"," ","Total","d","8 - 28 days",1050
"2010/11","S08000032"," ","Total","d","29 days - 6 months",675
"2010/11","S08000032"," ","Total","d","> 6 months",125
"2010/11","S08000024"," ","SMR01"," ","< 1 day",330
"2010/11","S08000024"," ","SMR01"," ","1 - 7 days",695
"2010/11","S08000024"," ","SMR01"," ","8 - 28 days",280
"2010/11","S08000024"," ","SMR01"," ","29 days - 6 months",220
"2010/11","S08000024"," ","SMR01"," ","> 6 months",15
"2010/11","S08000024"," ","SMR04"," ","< 1 day",45
"2010/11","S08000024"," ","SMR04"," ","1 - 7 days",810
"2010/11","S08000024"," ","SMR04"," ","8 - 28 days",990
"2010/11","S08000024"," ","SMR04"," ","29 days - 6 months",760
"2010/11","S08000024"," ","SMR04"," ","> 6 months",210
"2010/11","S08000024"," ","Total","d","< 1 day",375
"2010/11","S08000024"," ","Total","d","1 - 7 days",1505
"2010/11","S08000024"," ","Total","d","8 - 28 days",1270
"2010/11","S08000024"," ","Total","d","29 days - 6 months",980
"2010/11","S08000024"," ","Total","d","> 6 months",225
"2010/11","S08000025"," ","SMR01"," ","< 1 day",20
"2010/11","S08000025"," ","SMR01"," ","1 - 7 days",35
"2010/11","S08000025"," ","SMR01"," ","8 - 28 days",5
"2010/11","S08000025"," ","SMR01"," ","29 days - 6 months",0
"2010/11","S08000025"," ","SMR01"," ","> 6 months",0
"2010/11","S08000025"," ","SMR04"," ","< 1 day",0
"2010/11","S08000025"," ","SMR04"," ","1 - 7 days",0
"2010/11","S08000025"," ","SMR04"," ","8 - 28 days",0
"2010/11","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2010/11","S08000025"," ","SMR04"," ","> 6 months",0
"2010/11","S08000025"," ","Total","d","< 1 day",20
"2010/11","S08000025"," ","Total","d","1 - 7 days",35
"2010/11","S08000025"," ","Total","d","8 - 28 days",5
"2010/11","S08000025"," ","Total","d","29 days - 6 months",0
"2010/11","S08000025"," ","Total","d","> 6 months",0
"2010/11","S08000026"," ","SMR01"," ","< 1 day",20
"2010/11","S08000026"," ","SMR01"," ","1 - 7 days",45
"2010/11","S08000026"," ","SMR01"," ","8 - 28 days",5
"2010/11","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2010/11","S08000026"," ","SMR01"," ","> 6 months",0
"2010/11","S08000026"," ","SMR04"," ","< 1 day",0
"2010/11","S08000026"," ","SMR04"," ","1 - 7 days",0
"2010/11","S08000026"," ","SMR04"," ","8 - 28 days",0
"2010/11","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2010/11","S08000026"," ","SMR04"," ","> 6 months",0
"2010/11","S08000026"," ","Total","d","< 1 day",20
"2010/11","S08000026"," ","Total","d","1 - 7 days",45
"2010/11","S08000026"," ","Total","d","8 - 28 days",5
"2010/11","S08000026"," ","Total","d","29 days - 6 months",0
"2010/11","S08000026"," ","Total","d","> 6 months",0
"2010/11","S08000030"," ","SMR01"," ","< 1 day",105
"2010/11","S08000030"," ","SMR01"," ","1 - 7 days",210
"2010/11","S08000030"," ","SMR01"," ","8 - 28 days",80
"2010/11","S08000030"," ","SMR01"," ","29 days - 6 months",50
"2010/11","S08000030"," ","SMR01"," ","> 6 months",5
"2010/11","S08000030"," ","SMR04"," ","< 1 day",30
"2010/11","S08000030"," ","SMR04"," ","1 - 7 days",505
"2010/11","S08000030"," ","SMR04"," ","8 - 28 days",540
"2010/11","S08000030"," ","SMR04"," ","29 days - 6 months",550
"2010/11","S08000030"," ","SMR04"," ","> 6 months",120
"2010/11","S08000030"," ","Total","d","< 1 day",135
"2010/11","S08000030"," ","Total","d","1 - 7 days",715
"2010/11","S08000030"," ","Total","d","8 - 28 days",620
"2010/11","S08000030"," ","Total","d","29 days - 6 months",600
"2010/11","S08000030"," ","Total","d","> 6 months",125
"2010/11","S08000028"," ","SMR01"," ","< 1 day",20
"2010/11","S08000028"," ","SMR01"," ","1 - 7 days",40
"2010/11","S08000028"," ","SMR01"," ","8 - 28 days",10
"2010/11","S08000028"," ","SMR01"," ","29 days - 6 months",5
"2010/11","S08000028"," ","SMR01"," ","> 6 months",5
"2010/11","S08000028"," ","SMR04"," ","< 1 day",0
"2010/11","S08000028"," ","SMR04"," ","1 - 7 days",20
"2010/11","S08000028"," ","SMR04"," ","8 - 28 days",20
"2010/11","S08000028"," ","SMR04"," ","29 days - 6 months",15
"2010/11","S08000028"," ","SMR04"," ","> 6 months",10
"2010/11","S08000028"," ","Total","d","< 1 day",20
"2010/11","S08000028"," ","Total","d","1 - 7 days",65
"2010/11","S08000028"," ","Total","d","8 - 28 days",30
"2010/11","S08000028"," ","Total","d","29 days - 6 months",20
"2010/11","S08000028"," ","Total","d","> 6 months",10
"2010/11","SB0802"," ","SMR01"," ","< 1 day",0
"2010/11","SB0802"," ","SMR01"," ","1 - 7 days",0
"2010/11","SB0802"," ","SMR01"," ","8 - 28 days",0
"2010/11","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2010/11","SB0802"," ","SMR01"," ","> 6 months",0
"2010/11","SB0802"," ","SMR04"," ","< 1 day",0
"2010/11","SB0802"," ","SMR04"," ","1 - 7 days",0
"2010/11","SB0802"," ","SMR04"," ","8 - 28 days",0
"2010/11","SB0802"," ","SMR04"," ","29 days - 6 months",0
"2010/11","SB0802"," ","SMR04"," ","> 6 months",10
"2010/11","SB0802"," ","Total","d","< 1 day",0
"2010/11","SB0802"," ","Total","d","1 - 7 days",0
"2010/11","SB0802"," ","Total","d","8 - 28 days",0
"2010/11","SB0802"," ","Total","d","29 days - 6 months",0
"2010/11","SB0802"," ","Total","d","> 6 months",10
"2010/11","S92000003","d","SMR01"," ","< 1 day",2025
"2010/11","S92000003","d","SMR01"," ","1 - 7 days",5730
"2010/11","S92000003","d","SMR01"," ","8 - 28 days",1670
"2010/11","S92000003","d","SMR01"," ","29 days - 6 months",810
"2010/11","S92000003","d","SMR01"," ","> 6 months",65
"2010/11","S92000003","d","SMR04"," ","< 1 day",370
"2010/11","S92000003","d","SMR04"," ","1 - 7 days",5090
"2010/11","S92000003","d","SMR04"," ","8 - 28 days",6450
"2010/11","S92000003","d","SMR04"," ","29 days - 6 months",5595
"2010/11","S92000003","d","SMR04"," ","> 6 months",1360
"2010/11","S92000003","d","Total","d","< 1 day",2395
"2010/11","S92000003","d","Total","d","1 - 7 days",10820
"2010/11","S92000003","d","Total","d","8 - 28 days",8115
"2010/11","S92000003","d","Total","d","29 days - 6 months",6405
"2010/11","S92000003","d","Total","d","> 6 months",1425
"2011/12","SB0801"," ","SMR01"," ","< 1 day",0
"2011/12","SB0801"," ","SMR01"," ","1 - 7 days",0
"2011/12","SB0801"," ","SMR01"," ","8 - 28 days",0
"2011/12","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2011/12","SB0801"," ","SMR01"," ","> 6 months",0
"2011/12","SB0801"," ","SMR04"," ","< 1 day",0
"2011/12","SB0801"," ","SMR04"," ","1 - 7 days",0
"2011/12","SB0801"," ","SMR04"," ","8 - 28 days",0
"2011/12","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2011/12","SB0801"," ","SMR04"," ","> 6 months",0
"2011/12","SB0801"," ","Total","d","< 1 day",0
"2011/12","SB0801"," ","Total","d","1 - 7 days",0
"2011/12","SB0801"," ","Total","d","8 - 28 days",0
"2011/12","SB0801"," ","Total","d","29 days - 6 months",0
"2011/12","SB0801"," ","Total","d","> 6 months",0
"2011/12","S08000015"," ","SMR01"," ","< 1 day",205
"2011/12","S08000015"," ","SMR01"," ","1 - 7 days",485
"2011/12","S08000015"," ","SMR01"," ","8 - 28 days",120
"2011/12","S08000015"," ","SMR01"," ","29 days - 6 months",30
"2011/12","S08000015"," ","SMR01"," ","> 6 months",0
"2011/12","S08000015"," ","SMR04"," ","< 1 day",20
"2011/12","S08000015"," ","SMR04"," ","1 - 7 days",375
"2011/12","S08000015"," ","SMR04"," ","8 - 28 days",470
"2011/12","S08000015"," ","SMR04"," ","29 days - 6 months",445
"2011/12","S08000015"," ","SMR04"," ","> 6 months",55
"2011/12","S08000015"," ","Total","d","< 1 day",230
"2011/12","S08000015"," ","Total","d","1 - 7 days",855
"2011/12","S08000015"," ","Total","d","8 - 28 days",590
"2011/12","S08000015"," ","Total","d","29 days - 6 months",475
"2011/12","S08000015"," ","Total","d","> 6 months",55
"2011/12","S08000016"," ","SMR01"," ","< 1 day",75
"2011/12","S08000016"," ","SMR01"," ","1 - 7 days",105
"2011/12","S08000016"," ","SMR01"," ","8 - 28 days",45
"2011/12","S08000016"," ","SMR01"," ","29 days - 6 months",20
"2011/12","S08000016"," ","SMR01"," ","> 6 months",0
"2011/12","S08000016"," ","SMR04"," ","< 1 day",10
"2011/12","S08000016"," ","SMR04"," ","1 - 7 days",145
"2011/12","S08000016"," ","SMR04"," ","8 - 28 days",150
"2011/12","S08000016"," ","SMR04"," ","29 days - 6 months",140
"2011/12","S08000016"," ","SMR04"," ","> 6 months",30
"2011/12","S08000016"," ","Total","d","< 1 day",85
"2011/12","S08000016"," ","Total","d","1 - 7 days",250
"2011/12","S08000016"," ","Total","d","8 - 28 days",195
"2011/12","S08000016"," ","Total","d","29 days - 6 months",160
"2011/12","S08000016"," ","Total","d","> 6 months",30
"2011/12","S08000017"," ","SMR01"," ","< 1 day",175
"2011/12","S08000017"," ","SMR01"," ","1 - 7 days",145
"2011/12","S08000017"," ","SMR01"," ","8 - 28 days",55
"2011/12","S08000017"," ","SMR01"," ","29 days - 6 months",20
"2011/12","S08000017"," ","SMR01"," ","> 6 months",0
"2011/12","S08000017"," ","SMR04"," ","< 1 day",35
"2011/12","S08000017"," ","SMR04"," ","1 - 7 days",225
"2011/12","S08000017"," ","SMR04"," ","8 - 28 days",195
"2011/12","S08000017"," ","SMR04"," ","29 days - 6 months",140
"2011/12","S08000017"," ","SMR04"," ","> 6 months",35
"2011/12","S08000017"," ","Total","d","< 1 day",210
"2011/12","S08000017"," ","Total","d","1 - 7 days",375
"2011/12","S08000017"," ","Total","d","8 - 28 days",245
"2011/12","S08000017"," ","Total","d","29 days - 6 months",160
"2011/12","S08000017"," ","Total","d","> 6 months",35
"2011/12","S08000029"," ","SMR01"," ","< 1 day",105
"2011/12","S08000029"," ","SMR01"," ","1 - 7 days",180
"2011/12","S08000029"," ","SMR01"," ","8 - 28 days",155
"2011/12","S08000029"," ","SMR01"," ","29 days - 6 months",50
"2011/12","S08000029"," ","SMR01"," ","> 6 months",0
"2011/12","S08000029"," ","SMR04"," ","< 1 day",30
"2011/12","S08000029"," ","SMR04"," ","1 - 7 days",390
"2011/12","S08000029"," ","SMR04"," ","8 - 28 days",400
"2011/12","S08000029"," ","SMR04"," ","29 days - 6 months",330
"2011/12","S08000029"," ","SMR04"," ","> 6 months",95
"2011/12","S08000029"," ","Total","d","< 1 day",135
"2011/12","S08000029"," ","Total","d","1 - 7 days",565
"2011/12","S08000029"," ","Total","d","8 - 28 days",555
"2011/12","S08000029"," ","Total","d","29 days - 6 months",380
"2011/12","S08000029"," ","Total","d","> 6 months",95
"2011/12","S08000019"," ","SMR01"," ","< 1 day",55
"2011/12","S08000019"," ","SMR01"," ","1 - 7 days",145
"2011/12","S08000019"," ","SMR01"," ","8 - 28 days",55
"2011/12","S08000019"," ","SMR01"," ","29 days - 6 months",20
"2011/12","S08000019"," ","SMR01"," ","> 6 months",0
"2011/12","S08000019"," ","SMR04"," ","< 1 day",25
"2011/12","S08000019"," ","SMR04"," ","1 - 7 days",350
"2011/12","S08000019"," ","SMR04"," ","8 - 28 days",220
"2011/12","S08000019"," ","SMR04"," ","29 days - 6 months",200
"2011/12","S08000019"," ","SMR04"," ","> 6 months",60
"2011/12","S08000019"," ","Total","d","< 1 day",80
"2011/12","S08000019"," ","Total","d","1 - 7 days",495
"2011/12","S08000019"," ","Total","d","8 - 28 days",280
"2011/12","S08000019"," ","Total","d","29 days - 6 months",225
"2011/12","S08000019"," ","Total","d","> 6 months",60
"2011/12","S08000020"," ","SMR01"," ","< 1 day",145
"2011/12","S08000020"," ","SMR01"," ","1 - 7 days",525
"2011/12","S08000020"," ","SMR01"," ","8 - 28 days",170
"2011/12","S08000020"," ","SMR01"," ","29 days - 6 months",55
"2011/12","S08000020"," ","SMR01"," ","> 6 months",0
"2011/12","S08000020"," ","SMR04"," ","< 1 day",25
"2011/12","S08000020"," ","SMR04"," ","1 - 7 days",495
"2011/12","S08000020"," ","SMR04"," ","8 - 28 days",610
"2011/12","S08000020"," ","SMR04"," ","29 days - 6 months",585
"2011/12","S08000020"," ","SMR04"," ","> 6 months",105
"2011/12","S08000020"," ","Total","d","< 1 day",170
"2011/12","S08000020"," ","Total","d","1 - 7 days",1020
"2011/12","S08000020"," ","Total","d","8 - 28 days",780
"2011/12","S08000020"," ","Total","d","29 days - 6 months",640
"2011/12","S08000020"," ","Total","d","> 6 months",105
"2011/12","S08000031"," ","SMR01"," ","< 1 day",705
"2011/12","S08000031"," ","SMR01"," ","1 - 7 days",2060
"2011/12","S08000031"," ","SMR01"," ","8 - 28 days",460
"2011/12","S08000031"," ","SMR01"," ","29 days - 6 months",245
"2011/12","S08000031"," ","SMR01"," ","> 6 months",20
"2011/12","S08000031"," ","SMR04"," ","< 1 day",50
"2011/12","S08000031"," ","SMR04"," ","1 - 7 days",905
"2011/12","S08000031"," ","SMR04"," ","8 - 28 days",1490
"2011/12","S08000031"," ","SMR04"," ","29 days - 6 months",1455
"2011/12","S08000031"," ","SMR04"," ","> 6 months",385
"2011/12","S08000031"," ","Total","d","< 1 day",755
"2011/12","S08000031"," ","Total","d","1 - 7 days",2965
"2011/12","S08000031"," ","Total","d","8 - 28 days",1950
"2011/12","S08000031"," ","Total","d","29 days - 6 months",1700
"2011/12","S08000031"," ","Total","d","> 6 months",405
"2011/12","S08000022"," ","SMR01"," ","< 1 day",135
"2011/12","S08000022"," ","SMR01"," ","1 - 7 days",465
"2011/12","S08000022"," ","SMR01"," ","8 - 28 days",85
"2011/12","S08000022"," ","SMR01"," ","29 days - 6 months",45
"2011/12","S08000022"," ","SMR01"," ","> 6 months",0
"2011/12","S08000022"," ","SMR04"," ","< 1 day",25
"2011/12","S08000022"," ","SMR04"," ","1 - 7 days",310
"2011/12","S08000022"," ","SMR04"," ","8 - 28 days",390
"2011/12","S08000022"," ","SMR04"," ","29 days - 6 months",380
"2011/12","S08000022"," ","SMR04"," ","> 6 months",75
"2011/12","S08000022"," ","Total","d","< 1 day",160
"2011/12","S08000022"," ","Total","d","1 - 7 days",770
"2011/12","S08000022"," ","Total","d","8 - 28 days",475
"2011/12","S08000022"," ","Total","d","29 days - 6 months",425
"2011/12","S08000022"," ","Total","d","> 6 months",75
"2011/12","S08000032"," ","SMR01"," ","< 1 day",250
"2011/12","S08000032"," ","SMR01"," ","1 - 7 days",735
"2011/12","S08000032"," ","SMR01"," ","8 - 28 days",205
"2011/12","S08000032"," ","SMR01"," ","29 days - 6 months",45
"2011/12","S08000032"," ","SMR01"," ","> 6 months",0
"2011/12","S08000032"," ","SMR04"," ","< 1 day",45
"2011/12","S08000032"," ","SMR04"," ","1 - 7 days",605
"2011/12","S08000032"," ","SMR04"," ","8 - 28 days",880
"2011/12","S08000032"," ","SMR04"," ","29 days - 6 months",480
"2011/12","S08000032"," ","SMR04"," ","> 6 months",70
"2011/12","S08000032"," ","Total","d","< 1 day",295
"2011/12","S08000032"," ","Total","d","1 - 7 days",1340
"2011/12","S08000032"," ","Total","d","8 - 28 days",1085
"2011/12","S08000032"," ","Total","d","29 days - 6 months",525
"2011/12","S08000032"," ","Total","d","> 6 months",70
"2011/12","S08000024"," ","SMR01"," ","< 1 day",355
"2011/12","S08000024"," ","SMR01"," ","1 - 7 days",760
"2011/12","S08000024"," ","SMR01"," ","8 - 28 days",380
"2011/12","S08000024"," ","SMR01"," ","29 days - 6 months",220
"2011/12","S08000024"," ","SMR01"," ","> 6 months",10
"2011/12","S08000024"," ","SMR04"," ","< 1 day",80
"2011/12","S08000024"," ","SMR04"," ","1 - 7 days",940
"2011/12","S08000024"," ","SMR04"," ","8 - 28 days",990
"2011/12","S08000024"," ","SMR04"," ","29 days - 6 months",705
"2011/12","S08000024"," ","SMR04"," ","> 6 months",205
"2011/12","S08000024"," ","Total","d","< 1 day",435
"2011/12","S08000024"," ","Total","d","1 - 7 days",1700
"2011/12","S08000024"," ","Total","d","8 - 28 days",1370
"2011/12","S08000024"," ","Total","d","29 days - 6 months",925
"2011/12","S08000024"," ","Total","d","> 6 months",220
"2011/12","S08000025"," ","SMR01"," ","< 1 day",25
"2011/12","S08000025"," ","SMR01"," ","1 - 7 days",30
"2011/12","S08000025"," ","SMR01"," ","8 - 28 days",0
"2011/12","S08000025"," ","SMR01"," ","29 days - 6 months",0
"2011/12","S08000025"," ","SMR01"," ","> 6 months",0
"2011/12","S08000025"," ","SMR04"," ","< 1 day",0
"2011/12","S08000025"," ","SMR04"," ","1 - 7 days",0
"2011/12","S08000025"," ","SMR04"," ","8 - 28 days",0
"2011/12","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2011/12","S08000025"," ","SMR04"," ","> 6 months",0
"2011/12","S08000025"," ","Total","d","< 1 day",25
"2011/12","S08000025"," ","Total","d","1 - 7 days",30
"2011/12","S08000025"," ","Total","d","8 - 28 days",0
"2011/12","S08000025"," ","Total","d","29 days - 6 months",0
"2011/12","S08000025"," ","Total","d","> 6 months",0
"2011/12","S08000026"," ","SMR01"," ","< 1 day",35
"2011/12","S08000026"," ","SMR01"," ","1 - 7 days",55
"2011/12","S08000026"," ","SMR01"," ","8 - 28 days",0
"2011/12","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2011/12","S08000026"," ","SMR01"," ","> 6 months",0
"2011/12","S08000026"," ","SMR04"," ","< 1 day",0
"2011/12","S08000026"," ","SMR04"," ","1 - 7 days",0
"2011/12","S08000026"," ","SMR04"," ","8 - 28 days",0
"2011/12","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2011/12","S08000026"," ","SMR04"," ","> 6 months",0
"2011/12","S08000026"," ","Total","d","< 1 day",35
"2011/12","S08000026"," ","Total","d","1 - 7 days",55
"2011/12","S08000026"," ","Total","d","8 - 28 days",0
"2011/12","S08000026"," ","Total","d","29 days - 6 months",0
"2011/12","S08000026"," ","Total","d","> 6 months",0
"2011/12","S08000030"," ","SMR01"," ","< 1 day",85
"2011/12","S08000030"," ","SMR01"," ","1 - 7 days",260
"2011/12","S08000030"," ","SMR01"," ","8 - 28 days",110
"2011/12","S08000030"," ","SMR01"," ","29 days - 6 months",65
"2011/12","S08000030"," ","SMR01"," ","> 6 months",0
"2011/12","S08000030"," ","SMR04"," ","< 1 day",25
"2011/12","S08000030"," ","SMR04"," ","1 - 7 days",460
"2011/12","S08000030"," ","SMR04"," ","8 - 28 days",515
"2011/12","S08000030"," ","SMR04"," ","29 days - 6 months",530
"2011/12","S08000030"," ","SMR04"," ","> 6 months",130
"2011/12","S08000030"," ","Total","d","< 1 day",110
"2011/12","S08000030"," ","Total","d","1 - 7 days",725
"2011/12","S08000030"," ","Total","d","8 - 28 days",625
"2011/12","S08000030"," ","Total","d","29 days - 6 months",595
"2011/12","S08000030"," ","Total","d","> 6 months",130
"2011/12","S08000028"," ","SMR01"," ","< 1 day",10
"2011/12","S08000028"," ","SMR01"," ","1 - 7 days",50
"2011/12","S08000028"," ","SMR01"," ","8 - 28 days",15
"2011/12","S08000028"," ","SMR01"," ","29 days - 6 months",5
"2011/12","S08000028"," ","SMR01"," ","> 6 months",0
"2011/12","S08000028"," ","SMR04"," ","< 1 day",0
"2011/12","S08000028"," ","SMR04"," ","1 - 7 days",5
"2011/12","S08000028"," ","SMR04"," ","8 - 28 days",20
"2011/12","S08000028"," ","SMR04"," ","29 days - 6 months",25
"2011/12","S08000028"," ","SMR04"," ","> 6 months",10
"2011/12","S08000028"," ","Total","d","< 1 day",15
"2011/12","S08000028"," ","Total","d","1 - 7 days",60
"2011/12","S08000028"," ","Total","d","8 - 28 days",35
"2011/12","S08000028"," ","Total","d","29 days - 6 months",25
"2011/12","S08000028"," ","Total","d","> 6 months",10
"2011/12","SB0802"," ","SMR01"," ","< 1 day",0
"2011/12","SB0802"," ","SMR01"," ","1 - 7 days",0
"2011/12","SB0802"," ","SMR01"," ","8 - 28 days",0
