"FinancialYear","HBR","HBRQF","AgeGroup","Sex","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF"
"1997/98","S08000017"," ","18-24 years","Male","SMR01"," ",5," ","101.32"," ",5," ","101.32"," "
"1997/98","S08000017"," ","18-24 years","Female","SMR01"," ",5," ","103.33"," ",5," ","103.33"," "
"1997/98","S08000017"," ","25-39 years","Male","SMR01"," ",25," ","164.98"," ",20," ","131.99"," "
"1997/98","S08000017"," ","25-39 years","Female","SMR01"," ",5," ","31.97"," ",5," ","31.97"," "
"1997/98","S08000017"," ","40-64 years","Male","SMR01"," ",35," ","148.07"," ",25," ","105.77"," "
"1997/98","S08000017"," ","40-64 years","Female","SMR01"," ",30," ","122.71"," ",25," ","102.26"," "
"1997/98","S08000017"," ","65plus years","Male","SMR01"," ",35," ","306.4"," ",30," ","262.63"," "
"1997/98","S08000017"," ","65plus years","Female","SMR01"," ",65," ","411.13"," ",55," ","347.88"," "
"1997/98","S08000019"," ","0-17 years","Male","SMR01"," ",10," ","31.49"," ",10," ","31.49"," "
"1997/98","S08000019"," ","0-17 years","Female","SMR01"," ",5," ","16.35"," ",5," ","16.35"," "
"1997/98","S08000019"," ","18-24 years","Male","SMR01"," ",15," ","125.23"," ",10," ","83.49"," "
"1997/98","S08000019"," ","18-24 years","Female","SMR01"," ",5," ","40.73"," ",5," ","40.73"," "
"1997/98","S08000019"," ","25-39 years","Male","SMR01"," ",25," ","81.73"," ",20," ","65.38"," "
"1997/98","S08000019"," ","25-39 years","Female","SMR01"," ",10," ","31.37"," ",10," ","31.37"," "
"1997/98","S08000019"," ","40-64 years","Male","SMR01"," ",55," ","131.37"," ",45," ","107.48"," "
"1997/98","S08000019"," ","40-64 years","Female","SMR01"," ",25," ","57.23"," ",20," ","45.78"," "
"1997/98","S08000019"," ","65plus years","Male","SMR01"," ",55," ","331.6"," ",40," ","241.17"," "
"1997/98","S08000019"," ","65plus years","Female","SMR01"," ",90," ","363.67"," ",70," ","282.85"," "
"1997/98","S08000020"," ","0-17 years","Male","SMR01"," ",70," ","115.02"," ",65," ","106.8"," "
"1997/98","S08000020"," ","0-17 years","Female","SMR01"," ",55," ","94.84"," ",50," ","86.22"," "
"1997/98","S08000020"," ","18-24 years","Male","SMR01"," ",35," ","137.12"," ",30," ","117.53"," "
"1997/98","S08000020"," ","18-24 years","Female","SMR01"," ",30," ","118.99"," ",30," ","118.99"," "
"1997/98","S08000020"," ","25-39 years","Male","SMR01"," ",80," ","125.96"," ",70," ","110.22"," "
"1997/98","S08000020"," ","25-39 years","Female","SMR01"," ",45," ","73.02"," ",40," ","64.91"," "
"1997/98","S08000020"," ","40-64 years","Male","SMR01"," ",210," ","261.32"," ",155," ","192.88"," "
"1997/98","S08000020"," ","40-64 years","Female","SMR01"," ",80," ","100.52"," ",65," ","81.67"," "
"1997/98","S08000020"," ","65plus years","Male","SMR01"," ",165," ","538.76"," ",115," ","375.5"," "
"1997/98","S08000020"," ","65plus years","Female","SMR01"," ",195," ","431.65"," ",165," ","365.25"," "
"1997/98","S08000022"," ","0-17 years","Male","SMR01"," ",25," ","71.29"," ",25," ","71.29"," "
"1997/98","S08000022"," ","0-17 years","Female","SMR01"," ",40," ","121.14"," ",35," ","105.99"," "
"1997/98","S08000022"," ","18-24 years","Male","SMR01"," ",20," ","174.79"," ",15," ","131.1"," "
"1997/98","S08000022"," ","18-24 years","Female","SMR01"," ",20," ","198.81"," ",20," ","198.81"," "
"1997/98","S08000022"," ","25-39 years","Male","SMR01"," ",105," ","328.49"," ",75," ","234.64"," "
"1997/98","S08000022"," ","25-39 years","Female","SMR01"," ",55," ","171.76"," ",45," ","140.53"," "
"1997/98","S08000022"," ","40-64 years","Male","SMR01"," ",265," ","549.17"," ",185," ","383.38"," "
"1997/98","S08000022"," ","40-64 years","Female","SMR01"," ",100," ","204.37"," ",70," ","143.06"," "
"1997/98","S08000022"," ","65plus years","Male","SMR01"," ",165," ","815.06"," ",125," ","617.47"," "
"1997/98","S08000022"," ","65plus years","Female","SMR01"," ",210," ","717.31"," ",165," ","563.6"," "
"1997/98","S08000024"," ","0-17 years","Male","SMR01"," ",100," ","120.53"," ",95," ","114.51"," "
"1997/98","S08000024"," ","0-17 years","Female","SMR01"," ",40," ","50.32"," ",35," ","44.03"," "
"1997/98","S08000024"," ","18-24 years","Male","SMR01"," ",25," ","66.96"," ",20," ","53.57"," "
"1997/98","S08000024"," ","18-24 years","Female","SMR01"," ",20," ","52.35"," ",10," ","26.17"," "
"1997/98","S08000024"," ","25-39 years","Male","SMR01"," ",110," ","117.98"," ",75," ","80.44"," "
"1997/98","S08000024"," ","25-39 years","Female","SMR01"," ",40," ","41.09"," ",35," ","35.96"," "
"1997/98","S08000024"," ","40-64 years","Male","SMR01"," ",265," ","243.56"," ",190," ","174.63"," "
"1997/98","S08000024"," ","40-64 years","Female","SMR01"," ",105," ","91.92"," ",80," ","70.03"," "
"1997/98","S08000024"," ","65plus years","Male","SMR01"," ",145," ","325.62"," ",115," ","258.25"," "
"1997/98","S08000024"," ","65plus years","Female","SMR01"," ",240," ","349.66"," ",190," ","276.81"," "
"1997/98","S08000025"," ","0-17 years","Male","SMR01"," ",0," ","0"," ",0," ","0"," "
"1997/98","S08000025"," ","0-17 years","Female","SMR01"," ",5," ","215.24"," ",5," ","215.24"," "
"1997/98","S08000025"," ","18-24 years","Male","SMR01"," ",5," ","764.53"," ",5," ","764.53"," "
"1997/98","S08000025"," ","18-24 years","Female","SMR01"," ",0," ","0"," ",0," ","0"," "
"1997/98","S08000025"," ","25-39 years","Male","SMR01"," ",5," ","236.18"," ",5," ","236.18"," "
"1997/98","S08000025"," ","25-39 years","Female","SMR01"," ",5," ","247.16"," ",5," ","247.16"," "
"1997/98","S08000025"," ","40-64 years","Male","SMR01"," ",25," ","762.66"," ",20," ","610.13"," "
"1997/98","S08000025"," ","40-64 years","Female","SMR01"," ",5," ","155.38"," ",5," ","155.38"," "
"1997/98","S08000025"," ","65plus years","Male","SMR01"," ",5," ","373.41"," ",5," ","373.41"," "
"1997/98","S08000025"," ","65plus years","Female","SMR01"," ",10," ","544.66"," ",10," ","544.66"," "
"1997/98","S08000026"," ","0-17 years","Male","SMR01"," ",5," ","167.56"," ",5," ","167.56"," "
"1997/98","S08000026"," ","0-17 years","Female","SMR01"," ",5," ","176.3"," ",5," ","176.3"," "
"1997/98","S08000026"," ","18-24 years","Male","SMR01"," ",5," ","505.56"," ",5," ","505.56"," "
"1997/98","S08000026"," ","18-24 years","Female","SMR01"," ",0," ","0"," ",0," ","0"," "
"1997/98","S08000026"," ","25-39 years","Male","SMR01"," ",20," ","745.43"," ",10," ","372.72"," "
"1997/98","S08000026"," ","25-39 years","Female","SMR01"," ",20," ","799.36"," ",15," ","599.52"," "
"1997/98","S08000026"," ","40-64 years","Male","SMR01"," ",30," ","811.25"," ",25," ","676.04"," "
"1997/98","S08000026"," ","40-64 years","Female","SMR01"," ",10," ","301.02"," ",5," ","150.51"," "
"1997/98","S08000026"," ","65plus years","Male","SMR01"," ",5," ","424.09"," ",5," ","424.09"," "
"1997/98","S08000026"," ","65plus years","Female","SMR01"," ",20," ","1107.42"," ",15," ","830.56"," "
"1997/98","S08000028"," ","0-17 years","Male","SMR01"," ",5," ","158.58"," ",5," ","158.58"," "
"1997/98","S08000028"," ","0-17 years","Female","SMR01"," ",5," ","157.28"," ",5," ","157.28"," "
"1997/98","S08000028"," ","18-24 years","Male","SMR01"," ",0," ","0"," ",0," ","0"," "
"1997/98","S08000028"," ","18-24 years","Female","SMR01"," ",0," ","0"," ",0," ","0"," "
"1997/98","S08000028"," ","25-39 years","Male","SMR01"," ",20," ","713.52"," ",15," ","535.14"," "
"1997/98","S08000028"," ","25-39 years","Female","SMR01"," ",0," ","0"," ",0," ","0"," "
"1997/98","S08000028"," ","40-64 years","Male","SMR01"," ",55," ","1198.26"," ",40," ","871.46"," "
"1997/98","S08000028"," ","40-64 years","Female","SMR01"," ",20," ","465.77"," ",15," ","349.32"," "
"1997/98","S08000028"," ","65plus years","Male","SMR01"," ",10," ","477.33"," ",10," ","477.33"," "
"1997/98","S08000028"," ","65plus years","Female","SMR01"," ",20," ","644.12"," ",15," ","483.09"," "
"1997/98","S08000029"," ","0-17 years","Male","SMR01"," ",35," ","86.58"," ",30," ","74.21"," "
"1997/98","S08000029"," ","0-17 years","Female","SMR01"," ",20," ","51.22"," ",20," ","51.22"," "
"1997/98","S08000029"," ","18-24 years","Male","SMR01"," ",25," ","168.41"," ",25," ","168.41"," "
"1997/98","S08000029"," ","18-24 years","Female","SMR01"," ",15," ","103.46"," ",15," ","103.46"," "
"1997/98","S08000029"," ","25-39 years","Male","SMR01"," ",25," ","66.98"," ",25," ","66.98"," "
"1997/98","S08000029"," ","25-39 years","Female","SMR01"," ",15," ","38.33"," ",10," ","25.55"," "
"1997/98","S08000029"," ","40-64 years","Male","SMR01"," ",65," ","125.8"," ",50," ","96.77"," "
"1997/98","S08000029"," ","40-64 years","Female","SMR01"," ",35," ","64.62"," ",25," ","46.16"," "
"1997/98","S08000029"," ","65plus years","Male","SMR01"," ",50," ","226.33"," ",40," ","181.06"," "
"1997/98","S08000029"," ","65plus years","Female","SMR01"," ",60," ","179.95"," ",50," ","149.96"," "
"1997/98","S08000030"," ","0-17 years","Male","SMR01"," ",35," ","79.09"," ",35," ","79.09"," "
"1997/98","S08000030"," ","0-17 years","Female","SMR01"," ",55," ","130.02"," ",50," ","118.2"," "
"1997/98","S08000030"," ","18-24 years","Male","SMR01"," ",25," ","143.66"," ",25," ","143.66"," "
"1997/98","S08000030"," ","18-24 years","Female","SMR01"," ",15," ","87.86"," ",15," ","87.86"," "
"1997/98","S08000030"," ","25-39 years","Male","SMR01"," ",50," ","121.14"," ",45," ","109.02"," "
"1997/98","S08000030"," ","25-39 years","Female","SMR01"," ",25," ","58.05"," ",20," ","46.44"," "
"1997/98","S08000030"," ","40-64 years","Male","SMR01"," ",100," ","169.52"," ",85," ","144.09"," "
"1997/98","S08000030"," ","40-64 years","Female","SMR01"," ",55," ","88.89"," ",45," ","72.72"," "
"1997/98","S08000030"," ","65plus years","Male","SMR01"," ",100," ","362.12"," ",80," ","289.7"," "
"1997/98","S08000030"," ","65plus years","Female","SMR01"," ",190," ","458.09"," ",160," ","385.76"," "
"1997/98","S08000031"," ","0-17 years","Male","SMR01"," ",85," ","64.66"," ",85," ","64.66"," "
"1997/98","S08000031"," ","0-17 years","Female","SMR01"," ",90," ","71.33"," ",85," ","67.36"," "
"1997/98","S08000031"," ","18-24 years","Male","SMR01"," ",55," ","110.59"," ",50," ","100.53"," "
"1997/98","S08000031"," ","18-24 years","Female","SMR01"," ",30," ","56.26"," ",25," ","46.88"," "
"1997/98","S08000031"," ","25-39 years","Male","SMR01"," ",215," ","162.32"," ",175," ","132.12"," "
"1997/98","S08000031"," ","25-39 years","Female","SMR01"," ",100," ","70.25"," ",75," ","52.69"," "
"1997/98","S08000031"," ","40-64 years","Male","SMR01"," ",715," ","444.68"," ",575," ","357.61"," "
"1997/98","S08000031"," ","40-64 years","Female","SMR01"," ",225," ","131.66"," ",190," ","111.18"," "
"1997/98","S08000031"," ","65plus years","Male","SMR01"," ",410," ","601.11"," ",330," ","483.82"," "
"1997/98","S08000031"," ","65plus years","Female","SMR01"," ",565," ","514.2"," ",460," ","418.64"," "
"1997/98","S08000032"," ","0-17 years","Male","SMR01"," ",25," ","32.91"," ",25," ","32.91"," "
"1997/98","S08000032"," ","0-17 years","Female","SMR01"," ",30," ","41.6"," ",30," ","41.6"," "
"1997/98","S08000032"," ","18-24 years","Male","SMR01"," ",20," ","74.29"," ",20," ","74.29"," "
"1997/98","S08000032"," ","18-24 years","Female","SMR01"," ",5," ","18.72"," ",5," ","18.72"," "
"1997/98","S08000032"," ","25-39 years","Male","SMR01"," ",100," ","140.74"," ",80," ","112.59"," "
"1997/98","S08000032"," ","25-39 years","Female","SMR01"," ",35," ","46.1"," ",35," ","46.1"," "
"1997/98","S08000032"," ","40-64 years","Male","SMR01"," ",180," ","195.09"," ",155," ","168"," "
"1997/98","S08000032"," ","40-64 years","Female","SMR01"," ",70," ","70.75"," ",65," ","65.7"," "
"1997/98","S08000032"," ","65plus years","Male","SMR01"," ",110," ","318.62"," ",95," ","275.17"," "
"1997/98","S08000032"," ","65plus years","Female","SMR01"," ",210," ","399.68"," ",170," ","323.55"," "
"1997/98","RA2702"," ","0-17 years","Male","SMR01"," ",5," ","",":",5," ","",":"
"1997/98","RA2702"," ","0-17 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2702"," ","18-24 years","Male","SMR01"," ",10," ","",":",10," ","",":"
"1997/98","RA2702"," ","18-24 years","Female","SMR01"," ",5," ","",":",5," ","",":"
"1997/98","RA2702"," ","25-39 years","Male","SMR01"," ",15," ","",":",15," ","",":"
"1997/98","RA2702"," ","25-39 years","Female","SMR01"," ",10," ","",":",5," ","",":"
"1997/98","RA2702"," ","40-64 years","Male","SMR01"," ",20," ","",":",20," ","",":"
"1997/98","RA2702"," ","40-64 years","Female","SMR01"," ",5," ","",":",5," ","",":"
"1997/98","RA2702"," ","65plus years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2702"," ","65plus years","Female","SMR01"," ",5," ","",":",5," ","",":"
"1997/98","RA2701"," ","0-17 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2701"," ","0-17 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2701"," ","18-24 years","Male","SMR01"," ",10," ","",":",5," ","",":"
"1997/98","RA2701"," ","18-24 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2701"," ","25-39 years","Male","SMR01"," ",15," ","",":",10," ","",":"
"1997/98","RA2701"," ","25-39 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2701"," ","40-64 years","Male","SMR01"," ",30," ","",":",25," ","",":"
"1997/98","RA2701"," ","40-64 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2701"," ","65plus years","Male","SMR01"," ",5," ","",":",5," ","",":"
"1997/98","RA2701"," ","65plus years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2704"," ","0-17 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2704"," ","0-17 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2704"," ","18-24 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2704"," ","18-24 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2704"," ","25-39 years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2704"," ","25-39 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2704"," ","40-64 years","Male","SMR01"," ",5," ","",":",5," ","",":"
"1997/98","RA2704"," ","40-64 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2704"," ","65plus years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2704"," ","65plus years","Female","SMR01"," ",5," ","",":",5," ","",":"
"1997/98","RA2703"," ","0-17 years","Male","SMR01"," ",5," ","",":",5," ","",":"
"1997/98","RA2703"," ","0-17 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2703"," ","18-24 years","Male","SMR01"," ",5," ","",":",5," ","",":"
"1997/98","RA2703"," ","18-24 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2703"," ","25-39 years","Male","SMR01"," ",10," ","",":",10," ","",":"
"1997/98","RA2703"," ","25-39 years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2703"," ","40-64 years","Male","SMR01"," ",5," ","",":",5," ","",":"
"1997/98","RA2703"," ","40-64 years","Female","SMR01"," ",5," ","",":",5," ","",":"
"1997/98","RA2703"," ","65plus years","Male","SMR01"," ",0," ","",":",0," ","",":"
"1997/98","RA2703"," ","65plus years","Female","SMR01"," ",0," ","",":",0," ","",":"
"1998/99","S08000015"," ","0-17 years","Male","SMR01"," ",65," ","152.52"," ",65," ","152.52"," "
"1998/99","S08000015"," ","0-17 years","Female","SMR01"," ",55," ","133.23"," ",50," ","121.12"," "
"1998/99","S08000015"," ","18-24 years","Male","SMR01"," ",50," ","349.16"," ",45," ","314.25"," "
"1998/99","S08000015"," ","18-24 years","Female","SMR01"," ",25," ","177.76"," ",20," ","142.21"," "
"1998/99","S08000015"," ","25-39 years","Male","SMR01"," ",100," ","261.24"," ",80," ","208.99"," "
"1998/99","S08000015"," ","25-39 years","Female","SMR01"," ",40," ","96.65"," ",35," ","84.57"," "
"1998/99","S08000015"," ","40-64 years","Male","SMR01"," ",170," ","296.17"," ",135," ","235.19"," "
"1998/99","S08000015"," ","40-64 years","Female","SMR01"," ",70," ","114.78"," ",55," ","90.18"," "
"1998/99","S08000015"," ","65plus years","Male","SMR01"," ",110," ","449.02"," ",80," ","326.56"," "
"1998/99","S08000015"," ","65plus years","Female","SMR01"," ",155," ","419.39"," ",120," ","324.69"," "
"1998/99","S08000016"," ","0-17 years","Male","SMR01"," ",20," ","175.19"," ",20," ","175.19"," "
"1998/99","S08000016"," ","0-17 years","Female","SMR01"," ",15," ","134.1"," ",15," ","134.1"," "
"1998/99","S08000016"," ","18-24 years","Male","SMR01"," ",10," ","290.53"," ",10," ","290.53"," "
"1998/99","S08000016"," ","18-24 years","Female","SMR01"," ",5," ","146.11"," ",5," ","146.11"," "
"1998/99","S08000016"," ","25-39 years","Male","SMR01"," ",15," ","137.75"," ",10," ","91.84"," "
"1998/99","S08000016"," ","25-39 years","Female","SMR01"," ",5," ","44.88"," ",5," ","44.88"," "
"1998/99","S08000016"," ","40-64 years","Male","SMR01"," ",20," ","117.92"," ",15," ","88.44"," "
"1998/99","S08000016"," ","40-64 years","Female","SMR01"," ",10," ","56.69"," ",10," ","56.69"," "
"1998/99","S08000016"," ","65plus years","Male","SMR01"," ",50," ","607.09"," ",45," ","546.38"," "
"1998/99","S08000016"," ","65plus years","Female","SMR01"," ",80," ","683.41"," ",65," ","555.27"," "
"1998/99","S08000017"," ","0-17 years","Male","SMR01"," ",25," ","150.17"," ",25," ","150.17"," "
"1998/99","S08000017"," ","0-17 years","Female","SMR01"," ",15," ","94.11"," ",15," ","94.11"," "
"1998/99","S08000017"," ","18-24 years","Male","SMR01"," ",10," ","208.55"," ",5," ","104.28"," "
"1998/99","S08000017"," ","18-24 years","Female","SMR01"," ",15," ","324.18"," ",10," ","216.12"," "
"1998/99","S08000017"," ","25-39 years","Male","SMR01"," ",20," ","133.99"," ",20," ","133.99"," "
"1998/99","S08000017"," ","25-39 years","Female","SMR01"," ",25," ","160.79"," ",20," ","128.63"," "
"1998/99","S08000017"," ","40-64 years","Male","SMR01"," ",35," ","146.22"," ",25," ","104.45"," "
"1998/99","S08000017"," ","40-64 years","Female","SMR01"," ",30," ","120.86"," ",30," ","120.86"," "
"1998/99","S08000017"," ","65plus years","Male","SMR01"," ",45," ","387.8"," ",35," ","301.62"," "
"1998/99","S08000017"," ","65plus years","Female","SMR01"," ",80," ","503.27"," ",65," ","408.91"," "
"1998/99","S08000019"," ","0-17 years","Male","SMR01"," ",15," ","47.14"," ",15," ","47.14"," "
"1998/99","S08000019"," ","0-17 years","Female","SMR01"," ",20," ","65.58"," ",20," ","65.58"," "
"1998/99","S08000019"," ","18-24 years","Male","SMR01"," ",10," ","84.87"," ",10," ","84.87"," "
"1998/99","S08000019"," ","18-24 years","Female","SMR01"," ",5," ","41.12"," ",5," ","41.12"," "
"1998/99","S08000019"," ","25-39 years","Male","SMR01"," ",30," ","99"," ",30," ","99"," "
"1998/99","S08000019"," ","25-39 years","Female","SMR01"," ",15," ","47.24"," ",15," ","47.24"," "
"1998/99","S08000019"," ","40-64 years","Male","SMR01"," ",70," ","164.47"," ",60," ","140.98"," "
"1998/99","S08000019"," ","40-64 years","Female","SMR01"," ",35," ","78.74"," ",30," ","67.49"," "
"1998/99","S08000019"," ","65plus years","Male","SMR01"," ",40," ","238.22"," ",30," ","178.67"," "
"1998/99","S08000019"," ","65plus years","Female","SMR01"," ",60," ","241.4"," ",55," ","221.28"," "
"1998/99","S08000020"," ","0-17 years","Male","SMR01"," ",60," ","99.95"," ",55," ","91.62"," "
"1998/99","S08000020"," ","0-17 years","Female","SMR01"," ",60," ","105.19"," ",55," ","96.42"," "
"1998/99","S08000020"," ","18-24 years","Male","SMR01"," ",35," ","139.63"," ",35," ","139.63"," "
"1998/99","S08000020"," ","18-24 years","Female","SMR01"," ",25," ","102.71"," ",20," ","82.17"," "
"1998/99","S08000020"," ","25-39 years","Male","SMR01"," ",90," ","144.04"," ",65," ","104.03"," "
"1998/99","S08000020"," ","25-39 years","Female","SMR01"," ",55," ","90.38"," ",45," ","73.95"," "
"1998/99","S08000020"," ","40-64 years","Male","SMR01"," ",240," ","293.61"," ",165," ","201.86"," "
"1998/99","S08000020"," ","40-64 years","Female","SMR01"," ",75," ","93.05"," ",70," ","86.84"," "
"1998/99","S08000020"," ","65plus years","Male","SMR01"," ",145," ","466.3"," ",120," ","385.9"," "
"1998/99","S08000020"," ","65plus years","Female","SMR01"," ",185," ","407.34"," ",160," ","352.29"," "
"1998/99","S08000022"," ","0-17 years","Male","SMR01"," ",50," ","143.62"," ",50," ","143.62"," "
"1998/99","S08000022"," ","0-17 years","Female","SMR01"," ",50," ","152.88"," ",45," ","137.59"," "
"1998/99","S08000022"," ","18-24 years","Male","SMR01"," ",30," ","267.67"," ",25," ","223.05"," "
"1998/99","S08000022"," ","18-24 years","Female","SMR01"," ",15," ","153.01"," ",15," ","153.01"," "
"1998/99","S08000022"," ","25-39 years","Male","SMR01"," ",110," ","350.36"," ",85," ","270.74"," "
"1998/99","S08000022"," ","25-39 years","Female","SMR01"," ",80," ","252.01"," ",50," ","157.51"," "
"1998/99","S08000022"," ","40-64 years","Male","SMR01"," ",290," ","589.8"," ",205," ","416.93"," "
"1998/99","S08000022"," ","40-64 years","Female","SMR01"," ",140," ","281.32"," ",100," ","200.94"," "
"1998/99","S08000022"," ","65plus years","Male","SMR01"," ",150," ","731.6"," ",115," ","560.89"," "
"1998/99","S08000022"," ","65plus years","Female","SMR01"," ",215," ","730.99"," ",165," ","561"," "
"1998/99","S08000024"," ","0-17 years","Male","SMR01"," ",85," ","102.79"," ",75," ","90.7"," "
"1998/99","S08000024"," ","0-17 years","Female","SMR01"," ",50," ","62.88"," ",50," ","62.88"," "
"1998/99","S08000024"," ","18-24 years","Male","SMR01"," ",30," ","80.54"," ",30," ","80.54"," "
"1998/99","S08000024"," ","18-24 years","Female","SMR01"," ",15," ","39.33"," ",10," ","26.22"," "
"1998/99","S08000024"," ","25-39 years","Male","SMR01"," ",90," ","96.68"," ",75," ","80.57"," "
"1998/99","S08000024"," ","25-39 years","Female","SMR01"," ",55," ","56.55"," ",45," ","46.27"," "
"1998/99","S08000024"," ","40-64 years","Male","SMR01"," ",240," ","217.31"," ",165," ","149.4"," "
"1998/99","S08000024"," ","40-64 years","Female","SMR01"," ",120," ","103.52"," ",85," ","73.33"," "
"1998/99","S08000024"," ","65plus years","Male","SMR01"," ",165," ","367.21"," ",135," ","300.45"," "
"1998/99","S08000024"," ","65plus years","Female","SMR01"," ",280," ","407.57"," ",230," ","334.79"," "
"1998/99","S08000025"," ","0-17 years","Male","SMR01"," ",5," ","214.68"," ",5," ","214.68"," "
"1998/99","S08000025"," ","0-17 years","Female","SMR01"," ",5," ","220.36"," ",5," ","220.36"," "
"1998/99","S08000025"," ","18-24 years","Male","SMR01"," ",5," ","805.15"," ",5," ","805.15"," "
"1998/99","S08000025"," ","18-24 years","Female","SMR01"," ",0," ","0"," ",0," ","0"," "
"1998/99","S08000025"," ","25-39 years","Male","SMR01"," ",10," ","473.26"," ",5," ","236.63"," "
"1998/99","S08000025"," ","25-39 years","Female","SMR01"," ",5," ","252.4"," ",5," ","252.4"," "
"1998/99","S08000025"," ","40-64 years","Male","SMR01"," ",10," ","305.34"," ",5," ","152.67"," "
"1998/99","S08000025"," ","40-64 years","Female","SMR01"," ",5," ","153.99"," ",5," ","153.99"," "
"1998/99","S08000025"," ","65plus years","Male","SMR01"," ",10," ","749.06"," ",5," ","374.53"," "
"1998/99","S08000025"," ","65plus years","Female","SMR01"," ",10," ","544.07"," ",10," ","544.07"," "
"1998/99","S08000026"," ","0-17 years","Male","SMR01"," ",5," ","170.36"," ",5," ","170.36"," "
"1998/99","S08000026"," ","0-17 years","Female","SMR01"," ",5," ","178.89"," ",5," ","178.89"," "
"1998/99","S08000026"," ","18-24 years","Male","SMR01"," ",10," ","1047.12"," ",5," ","523.56"," "
"1998/99","S08000026"," ","18-24 years","Female","SMR01"," ",0," ","0"," ",0," ","0"," "
"1998/99","S08000026"," ","25-39 years","Male","SMR01"," ",20," ","762.2"," ",10," ","381.1"," "
"1998/99","S08000026"," ","25-39 years","Female","SMR01"," ",10," ","404.37"," ",10," ","404.37"," "
"1998/99","S08000026"," ","40-64 years","Male","SMR01"," ",25," ","665.07"," ",15," ","399.04"," "
"1998/99","S08000026"," ","40-64 years","Female","SMR01"," ",10," ","295.68"," ",10," ","295.68"," "
"1998/99","S08000026"," ","65plus years","Male","SMR01"," ",10," ","856.16"," ",10," ","856.16"," "
"1998/99","S08000026"," ","65plus years","Female","SMR01"," ",10," ","555.86"," ",10," ","555.86"," "
"1998/99","S08000028"," ","0-17 years","Male","SMR01"," ",5," ","163.4"," ",5," ","163.4"," "
"1998/99","S08000028"," ","0-17 years","Female","SMR01"," ",10," ","323.21"," ",10," ","323.21"," "
"1998/99","S08000028"," ","18-24 years","Male","SMR01"," ",5," ","464.68"," ",5," ","464.68"," "
"1998/99","S08000028"," ","18-24 years","Female","SMR01"," ",0," ","0"," ",0," ","0"," "
"1998/99","S08000028"," ","25-39 years","Male","SMR01"," ",15," ","536.67"," ",15," ","536.67"," "
"1998/99","S08000028"," ","25-39 years","Female","SMR01"," ",5," ","191.42"," ",5," ","191.42"," "
"1998/99","S08000028"," ","40-64 years","Male","SMR01"," ",65," ","1421.08"," ",50," ","1093.14"," "
"1998/99","S08000028"," ","40-64 years","Female","SMR01"," ",10," ","232.72"," ",5," ","116.36"," "
"1998/99","S08000028"," ","65plus years","Male","SMR01"," ",10," ","475.96"," ",10," ","475.96"," "
"1998/99","S08000028"," ","65plus years","Female","SMR01"," ",10," ","321.03"," ",10," ","321.03"," "
"1998/99","S08000029"," ","0-17 years","Male","SMR01"," ",25," ","62.58"," ",20," ","50.06"," "
"1998/99","S08000029"," ","0-17 years","Female","SMR01"," ",35," ","90.58"," ",30," ","77.64"," "
"1998/99","S08000029"," ","18-24 years","Male","SMR01"," ",20," ","136.33"," ",20," ","136.33"," "
"1998/99","S08000029"," ","18-24 years","Female","SMR01"," ",15," ","104.03"," ",15," ","104.03"," "
"1998/99","S08000029"," ","25-39 years","Male","SMR01"," ",25," ","67.82"," ",20," ","54.26"," "
"1998/99","S08000029"," ","25-39 years","Female","SMR01"," ",20," ","51.74"," ",15," ","38.81"," "
"1998/99","S08000029"," ","40-64 years","Male","SMR01"," ",55," ","104.74"," ",40," ","76.18"," "
"1998/99","S08000029"," ","40-64 years","Female","SMR01"," ",40," ","72.48"," ",35," ","63.42"," "
"1998/99","S08000029"," ","65plus years","Male","SMR01"," ",45," ","201.78"," ",35," ","156.94"," "
"1998/99","S08000029"," ","65plus years","Female","SMR01"," ",80," ","239.91"," ",70," ","209.92"," "
"1998/99","S08000030"," ","0-17 years","Male","SMR01"," ",35," ","79.69"," ",35," ","79.69"," "
